date,district,total_o2_beds,total_nono2_beds,total_icu_beds,total_ccc_beds,occupied_o2_beds,occupied_nono2_beds,occupied_icu_beds,occupied_ccc_beds
2021-05-07,Ariyalur,262,19,45,363,218,11,5,70
2021-05-07,Chengalpattu,1325,1981,555,2115,1242,1165,535,525
2021-05-07,Chennai,5849,4234,1735,6138,5591,3030,1723,3358
2021-05-07,Coimbatore,2618,2320,534,2137,2559,1496,509,1939
2021-05-07,Cuddalore,319,604,102,1787,280,405,93,910
2021-05-07,Dharmapuri,267,154,141,671,267,132,141,153
2021-05-07,Dindigul,559,448,75,966,401,220,56,244
2021-05-07,Erode,859,331,120,2580,752,206,101,455
2021-05-07,Kallakurichi,332,267,64,670,263,150,24,172
2021-05-07,Kancheepuram,617,1000,113,1250,578,490,105,371
2021-05-07,Kanniyakumari,1054,923,219,910,733,639,159,172
2021-05-07,Karur,562,359,108,667,274,241,58,194
2021-05-07,Krishnagiri,788,151,65,480,596,107,38,166
2021-05-07,Madurai,1909,1479,737,1751,1618,1153,575,697
2021-05-07,Nagapattinam,215,352,45,334,167,242,17,207
2021-05-07,Namakkal,576,292,96,575,493,162,68,291
2021-05-07,Nilgiris,274,180,34,325,237,76,22,177
2021-05-07,Perambalur,199,432,33,332,81,230,10,149
2021-05-07,Pudukkottai,438,387,85,494,126,149,40,80
2021-05-07,Ramanathapuram,324,183,59,475,194,89,15,110
2021-05-07,Ranipet,260,284,29,936,216,168,27,667
2021-05-07,Salem,1513,1109,435,1630,1352,968,391,714
2021-05-07,Sivagangai,778,498,164,240,268,346,126,12
2021-05-07,Tenkasi,140,149,43,657,104,90,34,89
2021-05-07,Thanjavur,741,1010,283,1437,574,555,250,673
2021-05-07,Theni,393,344,81,760,293,244,44,432
2021-05-07,Thiruchirappalli,1152,1023,299,1397,974,755,248,776
2021-05-07,Thirupathur,314,195,37,938,230,195,35,548
2021-05-07,Thiruvarur,258,494,134,405,215,215,30,243
2021-05-07,Thoothukudi,403,245,75,545,354,105,32,362
2021-05-07,Tirunelveli,975,465,227,976,722,218,213,138
2021-05-07,Tiruppur,621,425,96,735,522,301,82,444
2021-05-07,Tiruvallur,1085,294,207,1950,914,195,207,973
2021-05-07,Tiruvannamalai,299,153,54,1570,228,99,34,947
2021-05-07,Vellore,1108,338,249,1438,1042,136,247,522
2021-05-07,Villupuram,202,118,28,860,174,71,23,444
2021-05-07,Virudhunagar,462,254,100,1127,316,184,47,153
2021-05-07,All,30050,23494,7506,42621,25168,15238,6364,18577
2021-05-08,Ariyalur,292,19,45,388,243,16,15,97
2021-05-08,Chengalpattu,1335,1982,546,2120,1305,1096,531,519
2021-05-08,Chennai,6102,4206,1816,6272,5870,3252,1801,3531
2021-05-08,Coimbatore,2760,2469,538,2278,2715,1630,526,1824
2021-05-08,Cuddalore,325,607,103,1825,283,441,93,939
2021-05-08,Dharmapuri,267,160,141,675,267,144,141,153
2021-05-08,Dindigul,752,728,116,1046,495,497,85,269
2021-05-08,Erode,814,371,105,2565,748,181,93,473
2021-05-08,Kallakurichi,329,271,62,670,315,27,24,154
2021-05-08,Kancheepuram,622,1010,113,1250,571,500,106,411
2021-05-08,Kanniyakumari,1021,964,217,910,774,530,174,165
2021-05-08,Karur,568,362,112,667,280,241,93,179
2021-05-08,Krishnagiri,812,171,65,480,629,127,49,178
2021-05-08,Madurai,1886,1415,729,1876,1635,1111,574,898
2021-05-08,Nagapattinam,216,394,45,294,148,274,14,155
2021-05-08,Namakkal,577,299,92,551,492,168,65,289
2021-05-08,Nilgiris,277,180,33,290,239,74,27,191
2021-05-08,Perambalur,199,432,33,212,132,230,11,28
2021-05-08,Pudukkottai,423,402,85,519,124,146,42,93
2021-05-08,Ramanathapuram,324,183,59,475,180,90,13,112
2021-05-08,Ranipet,260,284,29,936,232,176,29,706
2021-05-08,Salem,1556,1242,459,1630,1436,1059,429,868
2021-05-08,Sivagangai,746,504,164,240,263,371,125,35
2021-05-08,Tenkasi,140,149,43,657,102,104,34,93
2021-05-08,Thanjavur,798,1116,303,1467,606,665,258,750
2021-05-08,Theni,393,322,68,880,322,244,45,432
2021-05-08,Thiruchirappalli,1204,1094,303,1397,1027,831,254,848
2021-05-08,Thirupathur,314,364,38,1313,250,271,36,556
2021-05-08,Thiruvarur,258,469,134,600,223,218,36,291
2021-05-08,Thoothukudi,806,384,248,545,758,104,203,381
2021-05-08,Tirunelveli,954,467,218,878,767,230,215,145
2021-05-08,Tiruppur,637,456,105,725,529,356,92,416
2021-05-08,Tiruvallur,1064,334,209,1950,943,195,209,1015
2021-05-08,Tiruvannamalai,303,163,54,1560,276,106,54,1033
2021-05-08,Vellore,1129,397,249,1438,1085,201,247,521
2021-05-08,Villupuram,202,118,28,860,180,66,23,500
2021-05-08,Virudhunagar,471,288,100,1127,346,197,46,189
2021-05-08,All,31136,24776,7807,43566,26790,16169,6812,19437
2021-05-09,Ariyalur,292,19,45,388,269,14,44,79
2021-05-09,Chengalpattu,1351,1978,551,2130,1344,1152,540,521
2021-05-09,Chennai,6408,4468,1824,6669,6163,3488,1813,3551
2021-05-09,Coimbatore,2837,2498,556,2288,2795,1797,544,1850
2021-05-09,Cuddalore,319,607,102,1825,292,464,93,936
2021-05-09,Dharmapuri,267,157,141,675,267,144,141,167
2021-05-09,Dindigul,742,764,106,1046,504,560,83,278
2021-05-09,Erode,836,392,114,2565,784,244,104,454
2021-05-09,Kallakurichi,324,269,62,670,316,108,59,153
2021-05-09,Kancheepuram,637,1010,117,1250,585,458,107,353
2021-05-09,Kanniyakumari,1242,784,226,660,959,417,180,254
2021-05-09,Karur,575,378,117,667,329,240,94,170
2021-05-09,Krishnagiri,838,180,65,505,656,139,49,212
2021-05-09,Madurai,1897,1455,738,1866,1718,1004,593,930
2021-05-09,Nagapattinam,209,401,37,294,155,281,7,150
2021-05-09,Namakkal,579,297,92,551,504,168,65,247
2021-05-09,Nilgiris,284,258,33,253,238,122,28,160
2021-05-09,Perambalur,199,432,33,212,127,214,11,28
2021-05-09,Pudukkottai,435,412,83,519,133,154,39,95
2021-05-09,Ramanathapuram,324,183,59,475,223,74,16,109
2021-05-09,Ranipet,260,284,29,936,254,198,29,683
2021-05-09,Salem,1558,1245,459,1670,1474,1084,425,940
2021-05-09,Sivagangai,740,501,164,240,275,396,130,58
2021-05-09,Tenkasi,140,169,63,655,108,86,50,137
2021-05-09,Thanjavur,785,1141,298,1596,700,578,260,727
2021-05-09,Theni,403,332,71,880,380,195,49,523
2021-05-09,Thiruchirappalli,1174,1094,287,1394,1007,859,248,894
2021-05-09,Thirupathur,314,364,38,1315,242,342,36,571
2021-05-09,Thiruvarur,284,500,136,600,264,402,134,296
2021-05-09,Thoothukudi,806,384,248,545,757,106,206,392
2021-05-09,Tirunelveli,952,461,224,874,791,226,216,137
2021-05-09,Tiruppur,640,479,105,725,541,358,96,399
2021-05-09,Tiruvallur,1012,302,209,1950,924,206,209,1113
2021-05-09,Tiruvannamalai,303,163,54,1561,276,99,54,1088
2021-05-09,Vellore,1169,405,250,1438,1129,195,250,550
2021-05-09,Villupuram,196,111,26,860,187,65,23,488
2021-05-09,Virudhunagar,474,307,105,1127,330,222,52,160
2021-05-09,All,31805,25184,7867,43874,28000,16859,7077,19853
2021-05-10,Ariyalur,314,63,49,388,266,55,46,61
2021-05-10,Chengalpattu,1698,2152,573,1630,1689,1261,573,92
2021-05-10,Chennai,6634,4524,1893,7169,6428,3622,1881,3613
2021-05-10,Coimbatore,2849,2583,569,2288,2794,1940,550,2082
2021-05-10,Cuddalore,321,615,102,1945,311,461,93,1135
2021-05-10,Dharmapuri,267,161,141,675,267,159,141,184
2021-05-10,Dindigul,749,780,106,1142,587,540,78,326
2021-05-10,Erode,836,392,114,2565,775,262,104,469
2021-05-10,Kallakurichi,323,256,62,670,321,96,62,162
2021-05-10,Kancheepuram,587,1010,100,1250,585,468,100,363
2021-05-10,Kanniyakumari,1259,754,233,910,969,431,188,293
2021-05-10,Karur,566,418,121,667,347,292,98,188
2021-05-10,Krishnagiri,887,167,75,505,703,135,60,250
2021-05-10,Madurai,1909,1429,747,1866,1753,1004,707,926
2021-05-10,Nagapattinam,219,427,37,294,109,286,15,152
2021-05-10,Namakkal,523,353,92,551,453,233,61,217
2021-05-10,Nilgiris,284,264,33,253,227,155,28,170
2021-05-10,Perambalur,199,432,33,212,132,233,11,18
2021-05-10,Pudukkottai,435,412,83,615,180,162,42,130
2021-05-10,Ramanathapuram,342,193,61,475,235,88,15,109
2021-05-10,Ranipet,260,314,29,936,251,213,29,717
2021-05-10,Salem,1561,1292,467,1695,1525,1139,421,976
2021-05-10,Sivagangai,766,515,164,240,301,422,134,62
2021-05-10,Tenkasi,140,169,63,640,110,101,43,114
2021-05-10,Thanjavur,800,1161,308,1596,717,620,280,808
2021-05-10,Theni,403,332,71,850,356,230,46,640
2021-05-10,Thiruchirappalli,1246,1094,309,1394,1094,905,281,963
2021-05-10,Thirupathur,344,334,38,1568,275,322,36,782
2021-05-10,Thiruvarur,394,425,136,605,365,275,130,278
2021-05-10,Thoothukudi,805,385,246,545,778,189,212,394
2021-05-10,Tirunelveli,958,459,224,874,811,238,220,186
2021-05-10,Tiruppur,665,483,108,725,573,364,103,469
2021-05-10,Tiruvallur,1032,302,213,1925,958,214,213,1164
2021-05-10,Tiruvannamalai,303,163,54,1524,275,105,54,1210
2021-05-10,Vellore,1307,405,249,1438,1275,199,249,248
2021-05-10,Villupuram,207,103,24,860,187,69,23,523
2021-05-10,Virudhunagar,474,307,105,1127,342,248,56,236
2021-05-10,All,32866,25628,8032,44612,29324,17736,7383,20710
2021-05-11,Ariyalur,314,63,59,388,244,57,57,35
2021-05-11,Chengalpattu,1697,2173,594,2980,1691,1341,594,174
2021-05-11,Chennai,6784,4470,1901,7179,6613,3651,1892,3707
2021-05-11,Coimbatore,2853,2556,565,2298,2834,1869,563,2022
2021-05-11,Cuddalore,323,618,102,1945,316,460,101,1243
2021-05-11,Dharmapuri,267,160,141,585,267,150,141,174
2021-05-11,Dindigul,770,779,106,1092,589,576,87,340
2021-05-11,Erode,848,450,114,2585,326,307,105,479
2021-05-11,Kallakurichi,328,256,62,670,326,95,62,159
2021-05-11,Kancheepuram,605,1010,99,800,599,451,99,363
2021-05-11,Kanniyakumari,1208,907,293,910,999,589,252,357
2021-05-11,Karur,442,554,119,607,379,325,107,178
2021-05-11,Krishnagiri,944,172,65,505,835,143,65,272
2021-05-11,Madurai,1913,1451,743,1906,1800,1035,712,958
2021-05-11,Nagapattinam,219,417,37,319,136,281,20,170
2021-05-11,Namakkal,540,429,92,592,487,285,77,245
2021-05-11,Nilgiris,284,271,33,328,227,169,29,259
2021-05-11,Perambalur,198,424,52,220,127,263,31,28
2021-05-11,Pudukkottai,435,412,83,715,185,156,40,200
2021-05-11,Ramanathapuram,342,193,61,475,205,83,15,139
2021-05-11,Ranipet,265,339,29,936,265,249,29,783
2021-05-11,Salem,1683,1365,588,1845,1667,1241,565,1143
2021-05-11,Sivagangai,766,560,164,240,307,432,137,70
2021-05-11,Tenkasi,140,169,63,673,112,107,47,132
2021-05-11,Thanjavur,805,1163,308,1589,722,662,280,876
2021-05-11,Theni,403,332,71,925,379,229,52,594
2021-05-11,Thiruchirappalli,1278,1177,315,1543,1113,991,290,939
2021-05-11,Thirupathur,344,334,38,1704,327,263,38,921
2021-05-11,Thiruvarur,393,388,142,605,377,284,136,342
2021-05-11,Thoothukudi,800,538,243,545,755,243,197,415
2021-05-11,Tirunelveli,972,461,229,874,913,127,226,210
2021-05-11,Tiruppur,680,514,108,725,563,382,102,478
2021-05-11,Tiruvallur,1043,306,224,1925,1004,223,224,1225
2021-05-11,Tiruvannamalai,453,309,104,1524,422,249,104,1171
2021-05-11,Vellore,1239,406,249,1438,1186,215,249,549
2021-05-11,Villupuram,219,103,24,860,207,69,23,533
2021-05-11,Virudhunagar,475,307,105,1127,432,262,68,293
2021-05-11,All,33272,26536,8325,46177,29936,18514,7816,22176
2021-05-12,Ariyalur,314,67,54,388,291,65,50,26
2021-05-12,Chengalpattu,1803,2226,615,2978,1797,1280,615,154
2021-05-12,Chennai,7095,4580,1962,6873,6873,3816,1935,3514
2021-05-12,Coimbatore,2942,2493,567,2413,2932,1947,567,2020
2021-05-12,Cuddalore,401,723,117,1945,401,539,116,1028
2021-05-12,Dharmapuri,292,327,141,585,288,317,141,170
2021-05-12,Dindigul,729,836,106,1092,578,609,86,351
2021-05-12,Erode,845,463,114,2585,818,333,109,509
2021-05-12,Kallakurichi,324,261,62,670,322,100,62,174
2021-05-12,Kancheepuram,607,1010,101,1050,606,469,101,368
2021-05-12,Kanniyakumari,1244,863,288,910,1037,595,249,423
2021-05-12,Karur,452,566,119,667,411,307,107,270
2021-05-12,Krishnagiri,1015,191,55,480,929,170,55,269
2021-05-12,Madurai,1908,1514,753,1911,1773,1045,727,741
2021-05-12,Nagapattinam,219,417,37,344,156,317,30,93
2021-05-12,Namakkal,554,479,93,564,511,368,80,367
2021-05-12,Nilgiris,296,311,36,328,236,180,35,261
2021-05-12,Perambalur,196,437,50,441,165,182,32,89
2021-05-12,Pudukkottai,512,667,112,715,311,360,67,133
2021-05-12,Ramanathapuram,392,243,86,475,281,129,39,121
2021-05-12,Ranipet,321,299,29,936,287,226,29,824
2021-05-12,Salem,1902,1384,585,2231,1854,1262,561,1267
2021-05-12,Sivagangai,825,685,164,240,369,564,136,37
2021-05-12,Tenkasi,161,169,63,673,134,139,55,143
2021-05-12,Thanjavur,811,1188,320,1815,734,617,293,778
2021-05-12,Theni,403,332,71,1240,373,235,65,589
2021-05-12,Thiruchirappalli,1279,1210,315,1561,1146,1000,292,868
2021-05-12,Thirupathur,344,334,38,1749,344,151,38,836
2021-05-12,Thiruvarur,394,419,142,655,381,327,136,393
2021-05-12,Thoothukudi,800,526,243,545,772,222,195,419
2021-05-12,Tirunelveli,974,485,234,864,862,147,226,238
2021-05-12,Tiruppur,677,545,108,825,610,406,106,555
2021-05-12,Tiruvallur,1055,306,227,1885,1020,223,227,1207
2021-05-12,Tiruvannamalai,562,259,194,1522,535,191,194,1064
2021-05-12,Vellore,1266,417,245,1438,1192,181,245,435
2021-05-12,Villupuram,219,103,24,960,206,62,23,477
2021-05-12,Virudhunagar,515,307,105,1137,384,260,81,445
2021-05-12,All,34648,27642,8575,47690,31919,19341,8105,21656
2021-05-13,Ariyalur,318,67,56,388,218,67,52,66
2021-05-13,Chengalpattu,2072,2097,609,2954,2045,1072,608,165
2021-05-13,Chennai,7301,4610,2000,6873,7101,3839,1990,3453
2021-05-13,Coimbatore,3005,2700,574,2413,2989,2121,561,2033
2021-05-13,Cuddalore,401,710,117,1945,399,546,116,947
2021-05-13,Dharmapuri,297,325,141,585,296,312,140,155
2021-05-13,Dindigul,858,1040,116,1122,684,699,76,456
2021-05-13,Erode,1153,695,157,2585,1120,523,152,551
2021-05-13,Kallakurichi,405,206,62,670,403,22,62,208
2021-05-13,Kancheepuram,640,997,104,1062,639,463,104,310
2021-05-13,Kanniyakumari,1254,947,296,910,1054,728,263,375
2021-05-13,Karur,452,568,117,717,412,301,104,234
2021-05-13,Krishnagiri,1043,227,55,480,970,195,55,263
2021-05-13,Madurai,2156,1356,764,1976,2031,840,738,811
2021-05-13,Nagapattinam,219,417,37,424,119,311,20,126
2021-05-13,Namakkal,578,501,93,604,528,390,82,402
2021-05-13,Nilgiris,306,316,36,329,259,195,34,263
2021-05-13,Perambalur,196,437,50,446,129,193,31,79
2021-05-13,Pudukkottai,512,667,112,715,266,375,73,211
2021-05-13,Ramanathapuram,389,243,89,475,281,142,54,143
2021-05-13,Ranipet,321,299,29,1136,287,225,29,941
2021-05-13,Salem,1982,1368,600,2249,1976,1277,578,1374
2021-05-13,Sivagangai,825,695,164,240,372,557,136,48
2021-05-13,Tenkasi,161,199,63,673,144,170,58,187
2021-05-13,Thanjavur,784,1151,389,1756,698,638,368,752
2021-05-13,Theni,403,362,71,1175,373,239,66,638
2021-05-13,Thiruchirappalli,1243,1178,284,1556,1079,950,253,786
2021-05-13,Thirupathur,344,334,38,2057,326,163,38,1030
2021-05-13,Thiruvarur,381,513,132,764,307,402,126,487
2021-05-13,Thoothukudi,806,630,150,545,774,213,120,426
2021-05-13,Tirunelveli,827,565,223,1114,801,155,221,377
2021-05-13,Tiruppur,692,581,112,761,644,458,111,562
2021-05-13,Tiruvallur,1088,306,226,1685,1048,228,226,1083
2021-05-13,Tiruvannamalai,563,259,194,1532,536,183,194,969
2021-05-13,Vellore,1633,437,282,1438,1569,173,281,443
2021-05-13,Villupuram,487,183,96,960,471,136,96,508
2021-05-13,Virudhunagar,485,307,105,1138,441,168,95,433
2021-05-13,All,36580,28493,8743,48452,33789,19669,8311,22295
2021-05-14,Ariyalur,318,76,61,479,244,74,50,108
2021-05-14,Chengalpattu,2106,2044,644,2954,2092,1034,615,168
2021-05-14,Chennai,8146,4854,2132,7031,7879,4056,2121,3379
2021-05-14,Coimbatore,3184,2753,579,2572,3119,2056,568,2093
2021-05-14,Cuddalore,434,784,121,2035,432,598,120,1024
2021-05-14,Dharmapuri,328,314,141,585,326,314,141,184
2021-05-14,Dindigul,879,1048,116,1122,617,824,92,394
2021-05-14,Erode,1277,819,183,2615,1206,690,181,615
2021-05-14,Kallakurichi,403,206,62,1540,401,129,62,238
2021-05-14,Kancheepuram,662,990,98,1050,661,455,98,194
2021-05-14,Kanniyakumari,1166,1002,290,900,982,568,241,480
2021-05-14,Karur,450,573,117,717,402,323,105,250
2021-05-14,Krishnagiri,1115,235,55,480,1042,206,55,278
2021-05-14,Madurai,2203,1365,769,1936,2082,840,745,784
2021-05-14,Nagapattinam,226,425,37,424,110,298,20,184
2021-05-14,Namakkal,596,503,95,598,546,406,83,393
2021-05-14,Nilgiris,318,359,36,329,262,196,34,236
2021-05-14,Perambalur,199,422,50,446,135,156,30,45
2021-05-14,Pudukkottai,527,702,112,690,267,448,76,184
2021-05-14,Ramanathapuram,389,243,89,475,283,143,53,132
2021-05-14,Ranipet,306,314,35,1136,296,252,33,1016
2021-05-14,Salem,1947,1387,487,2256,1941,1334,469,1523
2021-05-14,Sivagangai,867,653,164,240,404,469,114,52
2021-05-14,Tenkasi,181,209,63,673,161,171,58,228
2021-05-14,Thanjavur,782,1167,389,1771,699,655,364,745
2021-05-14,Theni,403,362,71,1175,379,239,63,708
2021-05-14,Thiruchirappalli,1321,1245,326,1556,1173,1002,298,795
2021-05-14,Thirupathur,344,334,38,2057,290,196,38,972
2021-05-14,Thiruvarur,390,513,145,764,347,317,139,480
2021-05-14,Thoothukudi,806,630,149,742,777,251,120,466
2021-05-14,Tirunelveli,856,607,241,1114,843,204,237,313
2021-05-14,Tiruppur,756,606,136,761,719,501,136,518
2021-05-14,Tiruvallur,1115,306,237,1685,1059,230,237,988
2021-05-14,Tiruvannamalai,563,259,194,1362,536,192,194,999
2021-05-14,Vellore,1702,471,283,2483,1622,157,283,517
2021-05-14,Villupuram,507,183,96,770,492,140,96,495
2021-05-14,Virudhunagar,477,338,116,1254,419,224,96,366
2021-05-14,All,38249,29301,8957,50777,35245,20348,8465,22544
2021-05-15,Ariyalur,314,109,61,502,278,104,59,147
2021-05-15,Chengalpattu,2195,2086,618,2954,2169,1013,615,158
2021-05-15,Chennai,8588,4657,2160,7031,8354,3793,2151,3200
2021-05-15,Coimbatore,3509,2927,684,2572,3480,2235,675,2074
2021-05-15,Cuddalore,436,837,121,2485,436,690,120,1326
2021-05-15,Dharmapuri,328,316,141,1175,328,314,141,220
2021-05-15,Dindigul,879,1058,116,1122,685,751,87,453
2021-05-15,Erode,1278,832,186,2616,1253,718,183,674
2021-05-15,Kallakurichi,407,206,62,1540,406,132,62,218
2021-05-15,Kancheepuram,664,1015,105,1050,656,479,104,206
2021-05-15,Kanniyakumari,1213,1008,295,900,1071,665,256,493
2021-05-15,Karur,421,605,114,717,406,334,112,267
2021-05-15,Krishnagiri,1195,207,57,480,1116,195,57,286
2021-05-15,Madurai,2263,1522,789,1939,2075,852,743,863
2021-05-15,Nagapattinam,223,424,35,394,134,336,22,192
2021-05-15,Namakkal,586,529,96,624,536,425,83,342
2021-05-15,Nilgiris,324,381,36,329,263,236,35,233
2021-05-15,Perambalur,202,436,50,446,158,156,30,45
2021-05-15,Pudukkottai,527,702,112,690,332,389,77,173
2021-05-15,Ramanathapuram,389,243,89,475,260,131,55,134
2021-05-15,Ranipet,306,314,35,1122,305,280,34,989
2021-05-15,Salem,2104,1424,488,2256,2073,1332,488,1625
2021-05-15,Sivagangai,867,654,164,240,433,457,106,64
2021-05-15,Tenkasi,211,209,63,673,197,156,60,237
2021-05-15,Thanjavur,789,1170,387,1776,714,652,360,782
2021-05-15,Theni,555,356,71,1285,521,130,64,819
2021-05-15,Thiruchirappalli,1328,1231,320,1732,1176,939,290,1058
2021-05-15,Thirupathur,309,339,38,2137,260,218,38,1120
2021-05-15,Thiruvarur,390,513,145,764,324,300,139,400
2021-05-15,Thoothukudi,812,631,149,742,785,283,109,477
2021-05-15,Tirunelveli,885,600,276,1024,803,193,244,243
2021-05-15,Tiruppur,760,650,144,961,756,534,134,476
2021-05-15,Tiruvallur,1134,286,231,1585,1077,214,231,1004
2021-05-15,Tiruvannamalai,563,409,194,1513,536,297,194,1165
2021-05-15,Vellore,1663,475,283,2483,1610,137,283,489
2021-05-15,Villupuram,507,183,96,1070,493,112,96,550
2021-05-15,Virudhunagar,462,368,111,1281,430,329,93,498
2021-05-15,All,39586,29912,9122,52685,36889,20511,8630,23700
2021-05-17,Ariyalur,318,110,66,509,317,73,65,161
2021-05-17,Chengalpattu,2187,2087,618,2954,2158,1033,615,154
2021-05-17,Chennai,8701,4447,2160,7180,8403,3400,2149,3168
2021-05-17,Coimbatore,3475,2891,662,2432,3467,2312,651,2062
2021-05-17,Cuddalore,428,831,120,3035,427,700,120,1560
2021-05-17,Dharmapuri,328,326,141,1150,328,322,141,270
2021-05-17,Dindigul,855,1083,116,1135,661,883,96,394
2021-05-17,Erode,1301,862,187,2635,1277,745,184,568
2021-05-17,Kallakurichi,407,206,62,1540,407,99,62,235
2021-05-17,Kancheepuram,666,1026,106,1050,665,488,106,219
2021-05-17,Kanniyakumari,1178,1026,298,1290,1049,737,263,598
2021-05-17,Karur,421,622,113,717,418,346,113,276
2021-05-17,Krishnagiri,1215,216,62,480,1145,211,62,268
2021-05-17,Madurai,2205,1652,801,1938,2027,997,758,871
2021-05-17,Nagapattinam,222,468,35,386,159,405,22,223
2021-05-17,Namakkal,591,550,96,798,544,440,83,414
2021-05-17,Nilgiris,324,377,36,489,283,230,32,358
2021-05-17,Perambalur,199,436,50,446,185,129,30,30
2021-05-17,Pudukkottai,649,535,131,654,464,227,70,176
2021-05-17,Ramanathapuram,389,243,93,575,325,131,59,160
2021-05-17,Ranipet,318,338,53,1122,311,270,53,922
2021-05-17,Salem,2217,1381,506,2280,2211,1288,504,1889
2021-05-17,Sivagangai,892,594,164,240,454,514,114,98
2021-05-17,Tenkasi,213,207,65,709,197,135,61,241
2021-05-17,Thanjavur,950,1007,415,1767,696,751,367,850
2021-05-17,Theni,555,356,71,1225,521,132,65,690
2021-05-17,Thiruchirappalli,1398,1375,352,1556,1271,1111,329,1091
2021-05-17,Thirupathur,279,399,38,2242,279,228,38,1319
2021-05-17,Thiruvarur,402,513,147,764,372,344,141,451
2021-05-17,Thoothukudi,813,633,149,742,745,301,137,488
2021-05-17,Tirunelveli,870,622,276,1074,846,221,252,238
2021-05-17,Tiruppur,746,690,161,985,738,580,161,468
2021-05-17,Tiruvallur,1078,297,246,1532,1030,225,246,1064
2021-05-17,Tiruvannamalai,563,412,194,1500,536,331,194,1145
2021-05-17,Vellore,1587,555,312,2483,1565,220,310,716
2021-05-17,Villupuram,507,193,105,1170,493,118,105,595
2021-05-17,Virudhunagar,456,379,106,1276,437,249,96,592
2021-05-17,All,39903,29945,9313,54060,37411,20926,8854,25022
2021-05-18,Ariyalur,317,106,66,551,294,72,65,148
2021-05-18,Chengalpattu,2185,2100,626,2954,2156,1078,624,145
2021-05-18,Chennai,8722,4592,2160,7206,8374,3419,2139,3140
2021-05-18,Coimbatore,3518,2959,661,2672,3516,2397,657,2379
2021-05-18,Cuddalore,418,811,140,3215,418,696,140,1359
2021-05-18,Dharmapuri,328,329,141,1240,328,322,141,263
2021-05-18,Dindigul,839,1110,121,1135,672,894,103,417
2021-05-18,Erode,1302,867,188,2765,1278,762,185,657
2021-05-18,Kallakurichi,413,208,62,1600,413,103,62,251
2021-05-18,Kancheepuram,664,1030,114,840,658,477,114,230
2021-05-18,Kanniyakumari,1222,1020,288,1290,1101,677,258,486
2021-05-18,Karur,476,550,130,867,473,288,124,276
2021-05-18,Krishnagiri,1263,200,62,480,1191,192,62,246
2021-05-18,Madurai,2248,1624,831,2061,2084,930,807,938
2021-05-18,Nagapattinam,222,488,35,386,201,393,23,180
2021-05-18,Namakkal,596,549,96,798,542,424,83,430
2021-05-18,Nilgiris,324,387,36,504,297,240,35,373
2021-05-18,Perambalur,198,439,50,446,192,173,30,45
2021-05-18,Pudukkottai,649,535,131,654,541,201,90,188
2021-05-18,Ramanathapuram,342,346,92,875,291,149,78,208
2021-05-18,Ranipet,322,334,53,1122,318,249,53,833
2021-05-18,Salem,2290,1407,515,2310,2284,1235,512,1958
2021-05-18,Sivagangai,812,628,164,240,486,498,105,110
2021-05-18,Tenkasi,213,207,65,739,197,132,61,260
2021-05-18,Thanjavur,934,1024,404,1762,748,774,326,674
2021-05-18,Theni,555,356,71,1235,532,162,68,621
2021-05-18,Thiruchirappalli,1445,1417,367,1596,1313,1127,344,1215
2021-05-18,Thirupathur,279,399,38,2297,279,227,38,1382
2021-05-18,Thiruvarur,402,513,147,829,363,391,141,561
2021-05-18,Thoothukudi,808,633,149,797,720,300,137,512
2021-05-18,Tirunelveli,849,620,274,1354,829,218,252,256
2021-05-18,Tiruppur,822,698,173,1336,821,590,173,571
2021-05-18,Tiruvallur,1071,297,250,1541,993,197,250,1033
2021-05-18,Tiruvannamalai,563,432,194,1432,535,361,194,980
2021-05-18,Vellore,1561,549,312,2483,1535,236,311,469
2021-05-18,Villupuram,507,193,105,1170,489,126,105,538
2021-05-18,Virudhunagar,456,354,106,1450,425,268,102,635
2021-05-18,All,40135,30311,9417,56232,37887,20978,8992,24967
2021-05-19,Ariyalur,317,106,66,566,297,66,65,158
2021-05-19,Chengalpattu,2275,2037,665,2981,2252,1059,663,151
2021-05-19,Chennai,8764,4575,2157,7293,8394,3435,2144,3211
2021-05-19,Coimbatore,3547,3022,675,2672,3525,2522,674,2325
2021-05-19,Cuddalore,450,819,140,3425,450,672,140,1131
2021-05-19,Dharmapuri,358,322,141,1270,358,304,141,313
2021-05-19,Dindigul,810,1142,118,1135,665,908,108,361
2021-05-19,Erode,1287,863,188,1600,1279,799,185,855
2021-05-19,Kallakurichi,413,208,62,1810,409,135,62,261
2021-05-19,Kancheepuram,673,1042,117,838,671,476,117,217
2021-05-19,Kanniyakumari,1248,1014,289,1258,1120,677,255,479
2021-05-19,Karur,480,563,133,867,480,296,133,276
2021-05-19,Krishnagiri,1303,210,62,480,1261,200,62,262
2021-05-19,Madurai,2239,1629,836,2060,2106,923,814,864
2021-05-19,Nagapattinam,224,437,37,466,176,392,21,241
2021-05-19,Namakkal,602,572,96,798,555,445,83,409
2021-05-19,Nilgiris,327,387,33,678,312,225,32,389
2021-05-19,Perambalur,199,453,50,458,196,169,30,53
2021-05-19,Pudukkottai,649,515,131,732,623,200,81,211
2021-05-19,Ramanathapuram,342,346,92,875,292,140,78,176
2021-05-19,Ranipet,329,337,53,1147,322,224,52,815
2021-05-19,Salem,2255,1429,519,2405,2195,1287,502,2020
