date,district,total_o2_beds,total_nono2_beds,total_icu_beds,total_ccc_beds,occupied_o2_beds,occupied_nono2_beds,occupied_icu_beds,occupied_ccc_beds
2021-09-20,Coimbatore,3599,2018,572,4219,322,379,116,223
2021-09-20,Cuddalore,995,579,171,1832,61,94,72,0
2021-09-20,Dharmapuri,233,214,128,500,35,18,29,0
2021-09-20,Dindigul,567,810,161,854,13,49,13,0
2021-09-20,Erode,2119,999,339,25,318,192,67,0
2021-09-20,Kallakurichi,510,255,65,1540,30,17,4,0
2021-09-20,Kancheepuram,1308,1202,127,1172,49,15,6,0
2021-09-20,Kanyakumari,829,1043,247,465,32,76,25,0
2021-09-20,Karur,927,282,160,326,51,16,12,0
2021-09-20,Krishnagiri,918,202,142,480,54,1,26,0
2021-09-20,Madurai,2856,1462,615,194,82,35,25,0
2021-09-20,Mayiladuthurai,276,221,17,277,50,61,3,3
2021-09-20,Nagapattinam,225,291,51,167,20,74,10,10
2021-09-20,Namakkal,572,385,122,926,102,28,14,31
2021-09-20,Nilgiris,583,313,81,78,98,69,31,37
2021-09-20,Perambalur,250,364,50,166,3,6,4,0
2021-09-20,Pudukottai,710,490,99,130,24,112,25,0
2021-09-20,Ramanathapuram,548,432,121,740,3,4,0,0
2021-09-20,Ranipet,433,202,13,1396,5,34,1,0
2021-09-20,Salem,1787,1488,528,4636,212,149,67,0
2021-09-20,Sivagangai,1226,567,190,240,21,47,7,7
2021-09-20,Tenkasi,109,143,37,0,8,16,1,0
2021-09-20,Thanjavur,729,938,268,1961,242,170,50,71
2021-09-20,Theni,1062,496,134,1585,1,6,0,11
2021-09-20,Thirupathur,425,406,45,475,18,37,10,0
2021-09-20,Thiruvallur,1090,692,143,1670,66,15,16,4
2021-09-20,Thiruvannamalai,928,254,202,204,72,23,25,14
2021-09-20,Thiruvarur,393,257,144,909,79,63,27,0
2021-09-20,Thoothukudi,1002,361,185,754,7,11,10,0
2021-09-20,Tirunelveli,362,318,186,1228,12,28,9,0
2021-09-20,Tiruppur,755,591,213,0,63,26,16,0
2021-09-20,Trichy,2144,1423,434,2031,87,98,37,1
2021-09-20,Vellore,1033,337,239,2224,16,43,18,0
2021-09-20,Villupuram,335,267,97,240,54,28,19,5
2021-09-20,Virudhunagar,832,462,142,184,10,17,2,8
2021-09-20,All,43606,27577,9152,44230,2977,2561,1013,570
2021-09-21,Ariyalur,453,88,72,656,40,10,6,0
2021-09-21,Chengalpattu,1974,2789,666,2280,71,74,28,0
2021-09-21,Chennai,8502,3935,1944,6961,516,420,174,140
2021-09-21,Coimbatore,3600,2009,572,4219,342,335,114,245
2021-09-21,Cuddalore,990,579,171,1832,70,82,70,0
2021-09-21,Dharmapuri,233,214,128,500,32,19,29,0
2021-09-21,Dindigul,567,810,161,854,12,50,9,0
2021-09-21,Erode,2119,999,339,25,312,199,66,0
2021-09-21,Kallakurichi,510,255,65,1540,28,15,3,0
2021-09-21,Kancheepuram,1308,1366,127,1172,62,15,4,0
2021-09-21,Kanyakumari,829,1043,247,465,29,81,21,0
2021-09-21,Karur,927,282,160,326,51,15,11,0
2021-09-21,Krishnagiri,918,202,142,480,53,1,26,0
2021-09-21,Madurai,2856,1462,615,194,81,39,28,0
2021-09-21,Mayiladuthurai,276,221,17,277,39,65,3,0
2021-09-21,Nagapattinam,225,291,51,167,19,69,10,10
2021-09-21,Namakkal,552,385,122,926,102,26,18,33
2021-09-21,Nilgiris,583,313,81,78,100,69,34,37
2021-09-21,Perambalur,250,364,50,166,3,8,4,0
2021-09-21,Pudukottai,710,490,99,130,19,120,24,0
2021-09-21,Ramanathapuram,548,432,121,740,3,7,0,0
2021-09-21,Ranipet,433,202,13,1396,4,35,1,0
2021-09-21,Salem,1787,1488,528,4636,234,129,72,0
2021-09-21,Sivagangai,1226,567,190,240,24,44,8,7
2021-09-21,Tenkasi,109,143,37,0,5,14,1,0
2021-09-21,Thanjavur,729,938,268,1961,240,172,50,60
2021-09-21,Theni,1062,496,134,1585,0,7,0,15
2021-09-21,Thirupathur,425,406,45,475,18,61,10,0
2021-09-21,Thiruvallur,1090,692,143,1670,60,17,15,5
2021-09-21,Thiruvannamalai,928,254,202,204,72,23,25,14
2021-09-21,Thiruvarur,393,257,144,909,78,61,26,0
2021-09-21,Thoothukudi,1002,339,185,754,5,13,15,0
2021-09-21,Tirunelveli,362,318,186,1228,9,32,14,0
2021-09-21,Tiruppur,755,591,213,0,73,22,15,0
2021-09-21,Trichy,2144,1423,434,2031,76,107,41,1
2021-09-21,Vellore,1033,337,239,2224,17,42,17,0
2021-09-21,Villupuram,335,267,97,240,59,28,22,6
2021-09-21,Virudhunagar,832,462,142,184,5,19,2,7
2021-09-21,All,43575,27709,9150,43725,2963,2545,1016,580
2021-09-22,Ariyalur,453,88,72,656,50,11,2,0
2021-09-22,Chengalpattu,1974,2789,666,2280,69,68,29,0
2021-09-22,Chennai,8498,3934,1944,6512,517,434,171,113
2021-09-22,Coimbatore,3590,2034,572,4219,328,403,118,274
2021-09-22,Cuddalore,990,579,171,1832,79,82,71,0
2021-09-22,Dharmapuri,233,214,128,500,31,19,24,0
2021-09-22,Dindigul,567,810,161,854,11,48,9,0
2021-09-22,Erode,2119,996,342,25,330,191,70,0
2021-09-22,Kallakurichi,510,255,65,1540,28,25,3,0
2021-09-22,Kancheepuram,1308,1366,127,1172,63,11,6,0
2021-09-22,Kanyakumari,840,1043,247,465,29,88,19,0
2021-09-22,Karur,967,282,160,326,50,21,14,0
2021-09-22,Krishnagiri,918,202,142,480,48,1,25,0
2021-09-22,Madurai,2847,1471,615,194,80,49,32,0
2021-09-22,Mayiladuthurai,276,221,17,277,39,67,2,0
2021-09-22,Nagapattinam,225,307,51,167,20,86,10,9
2021-09-22,Namakkal,552,385,122,926,96,27,19,37
2021-09-22,Nilgiris,583,313,81,78,98,41,27,37
2021-09-22,Perambalur,250,364,50,166,3,7,4,0
2021-09-22,Pudukottai,710,490,99,130,26,128,27,0
2021-09-22,Ramanathapuram,573,495,121,740,3,6,0,0
2021-09-22,Ranipet,433,202,13,1396,7,37,1,0
2021-09-22,Salem,1890,1570,528,4636,267,133,71,0
2021-09-22,Sivagangai,1226,567,190,240,22,48,8,10
2021-09-22,Tenkasi,138,185,37,0,4,15,1,0
2021-09-22,Thanjavur,729,958,268,1961,224,164,54,54
2021-09-22,Theni,1062,496,134,1585,5,2,2,15
2021-09-22,Thirupathur,425,406,45,475,15,46,4,0
2021-09-22,Thiruvallur,1152,718,143,1670,73,27,14,3
2021-09-22,Thiruvannamalai,978,254,202,204,75,24,27,14
2021-09-22,Thiruvarur,394,256,144,909,73,64,24,0
2021-09-22,Thoothukudi,1002,339,185,754,5,15,15,0
2021-09-22,Tirunelveli,362,397,186,1228,9,36,14,0
2021-09-22,Tiruppur,755,598,213,0,71,23,11,0
2021-09-22,Trichy,2144,1423,434,2031,80,98,41,0
2021-09-22,Vellore,1033,337,239,2224,27,43,13,0
2021-09-22,Villupuram,395,295,97,240,53,30,20,5
2021-09-22,Virudhunagar,832,462,142,184,13,12,0,7
2021-09-22,All,43933,28101,9153,43276,3021,2630,1002,578
2021-09-23,Ariyalur,453,88,72,656,48,12,2,0
2021-09-23,Chengalpattu,1974,2789,666,2030,61,68,31,0
2021-09-23,Chennai,8487,3933,1941,5011,563,416,172,104
2021-09-23,Coimbatore,3608,2031,572,4219,325,388,120,274
2021-09-23,Cuddalore,990,579,171,1832,79,66,64,0
2021-09-23,Dharmapuri,233,214,128,500,37,19,27,0
2021-09-23,Dindigul,567,810,161,854,14,36,12,0
2021-09-23,Erode,2119,996,342,25,312,208,59,0
2021-09-23,Kallakurichi,510,255,65,1540,26,26,3,0
2021-09-23,Kancheepuram,1308,1366,127,1172,57,11,8,0
2021-09-23,Kanyakumari,840,1043,247,465,32,94,19,0
2021-09-23,Karur,967,282,160,326,52,22,15,0
2021-09-23,Krishnagiri,918,202,142,480,53,1,27,0
2021-09-23,Madurai,2847,1466,615,194,89,54,28,0
2021-09-23,Mayiladuthurai,276,221,17,277,35,69,3,0
2021-09-23,Nagapattinam,225,307,51,167,10,95,7,8
2021-09-23,Namakkal,552,385,122,926,90,24,21,38
2021-09-23,Nilgiris,583,313,81,78,92,42,31,37
2021-09-23,Perambalur,250,364,50,166,3,6,5,0
2021-09-23,Pudukottai,710,490,99,130,33,131,28,0
2021-09-23,Ramanathapuram,573,501,121,740,2,5,0,0
2021-09-23,Ranipet,424,204,13,1396,7,46,1,0
2021-09-23,Salem,1890,1570,528,4636,274,136,71,0
2021-09-23,Sivagangai,1133,583,190,240,24,55,8,9
2021-09-23,Tenkasi,138,185,37,0,5,14,1,0
2021-09-23,Thanjavur,729,958,268,1961,223,163,52,50
2021-09-23,Theni,1062,496,134,1585,3,1,2,15
2021-09-23,Thirupathur,485,383,85,475,17,54,9,0
2021-09-23,Thiruvallur,1152,718,143,1670,72,28,17,5
2021-09-23,Thiruvannamalai,978,254,202,204,89,24,23,11
2021-09-23,Thiruvarur,394,256,144,909,76,65,25,0
2021-09-23,Thoothukudi,1002,339,185,754,5,19,15,0
2021-09-23,Tirunelveli,362,397,186,1228,9,29,14,0
2021-09-23,Tiruppur,755,605,213,0,71,30,13,0
2021-09-23,Trichy,2144,1423,434,2031,77,95,42,0
2021-09-23,Vellore,1033,337,239,2224,31,44,15,0
2021-09-23,Villupuram,395,295,97,240,50,26,24,4
2021-09-23,Virudhunagar,832,463,142,184,12,11,0,6
2021-09-23,All,43898,28101,9190,41525,3058,2633,1014,561
2021-09-24,Ariyalur,453,88,72,656,48,12,2,0
2021-09-24,Chengalpattu,1974,2789,666,2030,68,55,31,0
2021-09-24,Chennai,8729,3905,2001,5011,567,420,181,98
2021-09-24,Coimbatore,3599,2041,572,4219,317,360,113,305
2021-09-24,Cuddalore,990,579,171,1832,97,59,62,0
2021-09-24,Dharmapuri,233,214,128,500,28,21,26,0
2021-09-24,Dindigul,567,810,161,799,15,40,15,0
2021-09-24,Erode,2101,996,342,25,293,218,57,0
2021-09-24,Kallakurichi,511,254,65,1540,23,25,7,0
2021-09-24,Kancheepuram,1308,1366,127,1172,61,10,6,0
2021-09-24,Kanyakumari,1020,1043,277,455,31,105,19,0
2021-09-24,Karur,968,281,160,326,47,16,14,0
2021-09-24,Krishnagiri,923,211,142,480,52,1,28,0
2021-09-24,Madurai,3117,1466,685,194,92,62,26,0
2021-09-24,Mayiladuthurai,276,221,17,167,48,63,2,0
2021-09-24,Nagapattinam,225,307,51,167,10,66,6,11
2021-09-24,Namakkal,552,385,122,926,89,28,22,51
2021-09-24,Nilgiris,583,313,81,78,93,55,34,37
2021-09-24,Perambalur,250,364,50,166,2,9,4,0
2021-09-24,Pudukottai,710,490,99,100,22,147,28,0
2021-09-24,Ramanathapuram,573,501,121,740,3,4,0,0
2021-09-24,Ranipet,426,202,13,1366,7,40,0,0
2021-09-24,Salem,1820,1570,528,4636,266,123,77,0
2021-09-24,Sivagangai,1133,583,190,240,22,49,10,7
2021-09-24,Tenkasi,138,185,37,0,5,17,1,0
2021-09-24,Thanjavur,1109,998,413,1961,221,163,54,42
2021-09-24,Theni,1062,496,134,1585,2,0,2,12
2021-09-24,Thirupathur,419,363,79,475,15,56,9,0
2021-09-24,Thiruvallur,1152,718,143,1670,70,25,19,7
2021-09-24,Thiruvannamalai,978,254,202,204,87,20,29,13
2021-09-24,Thiruvarur,394,256,144,909,77,70,25,0
2021-09-24,Thoothukudi,1002,339,185,754,7,16,18,0
2021-09-24,Tirunelveli,590,349,236,1199,9,5,14,0
2021-09-24,Tiruppur,767,607,213,0,77,31,14,0
2021-09-24,Trichy,2144,1423,434,2031,77,101,38,0
2021-09-24,Vellore,1184,336,279,2230,31,41,15,0
2021-09-24,Villupuram,395,295,97,240,50,20,23,2
2021-09-24,Virudhunagar,832,463,142,184,10,14,0,5
2021-09-24,All,45207,28061,9579,41267,3039,2567,1031,590
2021-09-25,Ariyalur,453,88,72,656,48,12,1,0
2021-09-25,Chengalpattu,1974,2789,666,2030,75,53,33,0
2021-09-25,Chennai,8483,3860,1956,3944,588,428,179,102
2021-09-25,Coimbatore,3597,2033,575,4219,314,343,112,298
2021-09-25,Cuddalore,960,579,161,1832,78,71,69,0
2021-09-25,Dharmapuri,233,214,128,500,33,20,28,0
2021-09-25,Dindigul,567,810,161,799,12,51,8,0
2021-09-25,Erode,2098,996,342,25,288,204,55,0
2021-09-25,Kallakurichi,511,254,65,1540,20,26,7,0
2021-09-25,Kancheepuram,1308,1366,127,1172,51,11,6,0
2021-09-25,Kanyakumari,1020,1043,277,455,31,102,19,0
2021-09-25,Karur,972,281,160,326,46,17,12,0
2021-09-25,Krishnagiri,923,211,142,480,58,1,30,0
2021-09-25,Madurai,2847,1466,615,194,99,52,27,0
2021-09-25,Mayiladuthurai,276,221,17,167,47,66,3,0
2021-09-25,Nagapattinam,225,307,51,167,11,56,6,7
2021-09-25,Namakkal,552,385,122,926,87,30,23,54
2021-09-25,Nilgiris,583,313,81,78,92,64,32,37
2021-09-25,Perambalur,250,364,50,166,3,8,1,0
2021-09-25,Pudukottai,710,490,99,100,23,123,24,0
2021-09-25,Ramanathapuram,573,501,121,740,1,4,1,0
2021-09-25,Ranipet,426,202,13,1366,10,36,0,0
2021-09-25,Salem,1820,1570,528,4636,250,129,72,0
2021-09-25,Sivagangai,1133,583,190,240,21,57,11,8
2021-09-25,Tenkasi,138,185,37,142,0,20,2,0
2021-09-25,Thanjavur,1109,998,413,1961,217,247,48,37
2021-09-25,Theni,1062,496,134,1585,1,0,2,19
2021-09-25,Thirupathur,419,363,79,475,13,60,13,0
2021-09-25,Thiruvallur,1152,718,143,1670,71,29,18,12
2021-09-25,Thiruvannamalai,978,254,202,204,84,20,29,12
2021-09-25,Thiruvarur,394,256,144,909,77,73,26,0
2021-09-25,Thoothukudi,1002,339,185,754,7,18,24,0
2021-09-25,Tirunelveli,591,348,236,1199,44,5,14,0
2021-09-25,Tiruppur,764,608,213,0,82,31,12,0
2021-09-25,Trichy,2144,1423,434,2031,72,95,36,0
2021-09-25,Vellore,1184,336,279,2239,48,30,17,0
2021-09-25,Villupuram,395,295,97,240,61,20,23,4
2021-09-25,Virudhunagar,822,457,142,184,6,13,0,5
2021-09-25,All,44648,28002,9457,40351,3069,2625,1023,595
2021-09-26,Ariyalur,453,88,72,656,44,10,2,0
2021-09-26,Chengalpattu,1974,2790,665,2030,67,56,35,0
2021-09-26,Chennai,8484,3860,1956,3944,602,424,181,105
2021-09-26,Coimbatore,3583,2031,567,4219,314,341,109,268
2021-09-26,Cuddalore,960,579,161,1832,94,66,68,0
2021-09-26,Dharmapuri,233,214,128,500,35,17,30,0
2021-09-26,Dindigul,567,810,161,799,12,50,8,0
2021-09-26,Erode,2119,996,342,25,272,218,60,0
2021-09-26,Kallakurichi,511,254,65,1540,16,19,7,0
2021-09-26,Kancheepuram,1308,1366,127,1172,45,12,7,0
2021-09-26,Kanyakumari,840,1043,247,455,30,95,14,0
2021-09-26,Karur,972,281,160,326,46,17,12,0
2021-09-26,Krishnagiri,923,211,142,480,58,1,33,0
2021-09-26,Madurai,2848,1465,615,194,88,60,29,0
2021-09-26,Mayiladuthurai,276,221,17,167,49,71,2,0
2021-09-26,Nagapattinam,225,287,51,167,13,47,7,6
2021-09-26,Namakkal,552,378,121,926,80,34,24,53
2021-09-26,Nilgiris,583,313,81,78,73,68,36,37
2021-09-26,Perambalur,250,364,50,166,4,6,1,0
2021-09-26,Pudukottai,710,490,99,100,15,129,24,0
2021-09-26,Ramanathapuram,573,501,121,740,1,4,1,0
2021-09-26,Ranipet,426,202,13,1366,6,31,0,0
2021-09-26,Salem,1820,1570,528,4636,253,124,73,0
2021-09-26,Sivagangai,1133,583,190,240,24,55,11,7
2021-09-26,Tenkasi,138,185,37,142,2,17,0,0
2021-09-26,Thanjavur,1109,1098,413,1961,168,306,48,38
2021-09-26,Theni,1062,496,134,1585,1,1,3,19
2021-09-26,Thirupathur,419,363,79,475,13,59,9,0
2021-09-26,Thiruvallur,1152,718,143,1670,78,27,17,12
2021-09-26,Thiruvannamalai,978,254,202,204,83,22,26,12
2021-09-26,Thiruvarur,394,256,144,909,79,78,26,0
2021-09-26,Thoothukudi,1002,339,185,754,6,15,24,0
2021-09-26,Tirunelveli,591,348,236,1199,52,9,11,0
2021-09-26,Tiruppur,761,610,213,0,84,26,13,0
2021-09-26,Trichy,2145,1422,434,2031,70,84,41,0
2021-09-26,Vellore,1184,336,279,2239,46,33,15,0
2021-09-26,Villupuram,395,295,97,240,62,23,24,4
2021-09-26,Virudhunagar,822,457,142,184,6,15,0,5
2021-09-26,All,44475,28074,9417,40351,2991,2670,1031,566
2021-09-28,Ariyalur,453,88,72,656,35,12,1,0
2021-09-28,Chengalpattu,1974,2790,665,2030,66,55,33,0
2021-09-28,Chennai,8364,3796,1947,3944,583,412,173,117
2021-09-28,Coimbatore,3575,2031,567,4219,294,341,112,232
2021-09-28,Cuddalore,947,575,158,1832,52,59,74,0
2021-09-28,Dharmapuri,208,214,53,500,49,21,35,0
2021-09-28,Dindigul,568,805,166,799,26,53,12,0
2021-09-28,Erode,2119,996,342,25,244,200,69,0
2021-09-28,Kallakurichi,511,254,65,1540,13,11,9,0
2021-09-28,Kancheepuram,1308,1366,127,1172,56,14,5,0
2021-09-28,Kanyakumari,840,1043,247,455,24,98,15,0
2021-09-28,Karur,972,281,160,326,52,19,16,0
2021-09-28,Krishnagiri,923,211,142,480,57,1,30,0
2021-09-28,Madurai,2850,1474,619,194,81,73,35,0
2021-09-28,Mayiladuthurai,276,221,17,167,21,66,1,1
2021-09-28,Nagapattinam,225,287,51,167,17,72,9,8
2021-09-28,Namakkal,552,385,122,926,63,28,28,62
2021-09-28,Nilgiris,583,313,81,78,89,61,34,37
2021-09-28,Perambalur,250,364,50,166,6,13,0,0
2021-09-28,Pudukottai,710,490,99,100,10,117,22,0
2021-09-28,Ramanathapuram,573,501,121,740,3,6,1,0
2021-09-28,Ranipet,376,152,13,1366,4,34,0,0
2021-09-28,Salem,1819,1570,528,4636,203,123,76,0
2021-09-28,Sivagangai,1133,583,190,240,26,51,7,5
2021-09-28,Tenkasi,138,185,37,142,2,15,0,0
2021-09-28,Thanjavur,1109,1098,413,1961,167,336,41,42
2021-09-28,Theni,1062,496,134,1585,3,1,1,19
2021-09-28,Thirupathur,419,363,79,475,12,56,7,0
2021-09-28,Thiruvallur,1152,718,143,1670,78,23,20,14
2021-09-28,Thiruvannamalai,978,254,202,204,76,19,20,16
2021-09-28,Thiruvarur,394,256,144,909,105,83,31,0
2021-09-28,Thoothukudi,1002,339,185,754,9,17,20,0
2021-09-28,Tirunelveli,605,333,236,1199,55,7,15,0
2021-09-28,Tiruppur,760,609,214,0,89,32,16,0
2021-09-28,Trichy,2145,1422,434,2031,73,95,40,0
2021-09-28,Vellore,1184,335,279,2239,30,30,27,0
2021-09-28,Villupuram,395,295,97,240,68,19,20,4
2021-09-28,Virudhunagar,822,455,142,184,6,28,0,5
2021-09-28,All,44274,27948,9341,40351,2847,2701,1055,562
2021-09-30,Ariyalur,453,88,72,656,32,10,0,0
2021-09-30,Chengalpattu,1974,2790,665,2030,54,49,32,0
2021-09-30,Chennai,8356,3789,1945,850,547,401,169,96
2021-09-30,Coimbatore,3567,2029,567,4219,271,316,114,212
2021-09-30,Cuddalore,947,575,158,1832,28,69,61,0
2021-09-30,Dharmapuri,208,214,53,500,34,16,30,0
2021-09-30,Dindigul,568,805,166,799,23,49,12,0
2021-09-30,Erode,2119,995,343,25,263,180,80,0
2021-09-30,Kallakurichi,511,254,65,1540,11,20,10,0
2021-09-30,Kancheepuram,1308,1366,127,1172,65,13,4,0
2021-09-30,Kanyakumari,840,1043,247,455,42,107,16,0
2021-09-30,Karur,972,281,160,326,47,14,16,0
2021-09-30,Krishnagiri,923,211,145,480,61,1,33,0
2021-09-30,Madurai,2850,1474,619,194,77,80,33,0
2021-09-30,Mayiladuthurai,276,221,17,132,33,74,1,1
2021-09-30,Nagapattinam,225,287,51,167,17,74,8,8
2021-09-30,Namakkal,552,385,122,926,69,16,27,67
2021-09-30,Nilgiris,583,313,81,78,114,51,34,37
2021-09-30,Perambalur,250,364,50,166,3,9,0,0
2021-09-30,Pudukottai,710,490,99,100,14,103,18,0
2021-09-30,Ramanathapuram,573,501,121,740,3,7,1,0
2021-09-30,Ranipet,376,152,13,1366,9,20,0,0
2021-09-30,Salem,1819,1570,528,4636,193,121,66,0
2021-09-30,Sivagangai,1133,583,190,240,30,42,6,0
2021-09-30,Tenkasi,138,185,37,142,2,12,0,0
2021-09-30,Thanjavur,729,1058,268,1961,170,346,35,58
2021-09-30,Theni,1062,496,134,1585,4,2,1,24
2021-09-30,Thirupathur,419,363,79,475,16,49,9,0
2021-09-30,Thiruvallur,1152,718,143,1670,67,25,14,14
2021-09-30,Thiruvannamalai,978,254,202,204,79,19,29,16
2021-09-30,Thiruvarur,394,256,144,909,88,70,29,0
2021-09-30,Thoothukudi,1002,339,185,754,5,12,21,0
2021-09-30,Tirunelveli,604,333,236,1199,51,13,11,0
2021-09-30,Tiruppur,764,605,213,250,84,32,14,0
2021-09-30,Trichy,2145,1422,434,2031,83,82,38,0
2021-09-30,Vellore,1004,335,239,2239,30,36,18,0
2021-09-30,Villupuram,395,295,97,140,48,17,22,2
2021-09-30,Virudhunagar,822,455,142,184,6,27,0,8
2021-09-30,All,43701,27894,9157,37372,2773,2584,1012,543
2021-10-01,Ariyalur,453,88,72,656,36,10,0,0
2021-10-01,Chengalpattu,1974,2790,665,2030,41,51,32,0
2021-10-01,Chennai,8337,3778,1934,850,567,388,163,93
2021-10-01,Coimbatore,3568,2004,567,4219,250,311,110,197
2021-10-01,Cuddalore,947,575,158,1832,36,67,59,0
2021-10-01,Dharmapuri,208,214,53,500,34,17,33,0
2021-10-01,Dindigul,568,805,166,799,28,45,12,0
2021-10-01,Erode,2119,995,343,25,276,181,64,0
2021-10-01,Kallakurichi,511,254,65,1540,10,17,12,0
2021-10-01,Kancheepuram,1308,1366,127,1172,60,14,3,0
2021-10-01,Kanyakumari,840,1043,247,455,38,106,13,0
2021-10-01,Karur,972,281,160,326,58,15,13,0
2021-10-01,Krishnagiri,923,211,145,480,65,1,36,0
2021-10-01,Madurai,2850,1474,619,194,66,84,32,0
2021-10-01,Mayiladuthurai,276,221,17,132,32,78,2,2
2021-10-01,Nagapattinam,225,287,51,167,19,73,11,8
2021-10-01,Namakkal,552,385,122,926,75,19,29,64
2021-10-01,Nilgiris,583,313,81,78,97,54,33,37
2021-10-01,Perambalur,250,364,50,166,2,11,0,0
2021-10-01,Pudukottai,710,490,99,100,11,95,21,0
2021-10-01,Ramanathapuram,573,501,121,740,3,2,0,0
2021-10-01,Ranipet,376,152,13,1366,8,28,0,0
2021-10-01,Salem,1819,1570,528,4636,205,123,58,0
2021-10-01,Sivagangai,1133,583,190,240,25,38,6,1
2021-10-01,Tenkasi,138,185,37,142,3,11,0,0
2021-10-01,Thanjavur,729,1058,268,1961,176,361,35,58
2021-10-01,Theni,1062,496,134,1585,5,0,1,24
2021-10-01,Thirupathur,419,363,79,475,16,45,10,0
2021-10-01,Thiruvallur,1152,718,143,1670,67,25,15,8
2021-10-01,Thiruvannamalai,978,254,202,204,70,13,29,16
2021-10-01,Thiruvarur,394,256,144,909,83,63,28,0
2021-10-01,Thoothukudi,1002,339,185,754,4,15,17,0
2021-10-01,Tirunelveli,604,333,236,1199,50,11,9,0
2021-10-01,Tiruppur,764,605,213,250,76,30,17,0
2021-10-01,Trichy,2145,1422,434,2031,76,95,34,0
2021-10-01,Vellore,1004,335,239,2239,35,27,16,0
2021-10-01,Villupuram,395,295,97,140,36,21,21,2
2021-10-01,Virudhunagar,822,455,142,184,6,19,0,4
2021-10-01,All,43683,27858,9146,37372,2745,2564,974,514
2021-10-02,Ariyalur,453,88,72,656,30,13,1,0
2021-10-02,Chengalpattu,1974,2790,665,2030,41,48,27,0
2021-10-02,Chennai,8314,3780,1929,850,546,357,162,92
2021-10-02,Coimbatore,3568,1999,567,4219,253,284,110,196
2021-10-02,Cuddalore,953,640,162,1832,42,61,59,0
2021-10-02,Dharmapuri,208,214,53,500,50,12,23,0
2021-10-02,Dindigul,568,805,166,799,21,42,12,0
2021-10-02,Erode,2119,995,343,25,261,144,63,0
2021-10-02,Kallakurichi,511,254,65,1540,10,10,10,0
2021-10-02,Kancheepuram,1308,1366,127,1172,54,13,4,0
2021-10-02,Kanyakumari,840,1043,247,455,33,111,15,0
2021-10-02,Karur,972,281,160,326,49,13,12,0
2021-10-02,Krishnagiri,923,211,145,480,54,1,34,0
2021-10-02,Madurai,2820,1462,619,194,76,87,35,0
2021-10-02,Mayiladuthurai,276,221,17,132,16,65,4,2
2021-10-02,Nagapattinam,225,287,51,167,22,85,9,8
2021-10-02,Namakkal,552,385,122,926,85,15,24,80
2021-10-02,Nilgiris,583,313,81,78,77,64,35,37
2021-10-02,Perambalur,250,364,50,166,2,9,0,0
2021-10-02,Pudukottai,710,490,99,100,10,105,21,0
2021-10-02,Ramanathapuram,573,501,121,740,2,3,0,0
2021-10-02,Ranipet,376,152,13,1366,9,23,0,0
2021-10-02,Salem,1819,1570,528,4636,196,127,55,0
2021-10-02,Sivagangai,1133,583,190,240,24,38,3,2
2021-10-02,Tenkasi,138,185,37,142,5,11,0,0
2021-10-02,Thanjavur,729,1058,268,1961,176,345,33,53
2021-10-02,Theni,1062,496,134,1585,5,1,2,15
2021-10-02,Thirupathur,419,363,79,475,16,50,8,0
2021-10-02,Thiruvallur,1152,718,143,1670,53,29,16,8
2021-10-02,Thiruvannamalai,978,254,202,204,58,10,15,0
2021-10-02,Thiruvarur,394,256,144,909,84,64,28,0
2021-10-02,Thoothukudi,1002,339,185,754,5,16,17,0
2021-10-02,Tirunelveli,604,333,236,1199,52,9,10,0
2021-10-02,Tiruppur,767,602,213,250,68,32,11,0
2021-10-02,Trichy,2145,1422,434,2031,80,91,34,0
2021-10-02,Vellore,1004,335,239,2239,30,28,15,0
2021-10-02,Villupuram,395,295,97,140,39,19,20,2
2021-10-02,Virudhunagar,822,454,142,184,2,21,1,5
2021-10-02,All,43639,27904,9145,37372,2636,2456,928,500
2021-10-03,Ariyalur,453,88,72,656,27,14,0,0
2021-10-03,Chengalpattu,1974,2790,665,2030,37,50,26,0
2021-10-03,Chennai,8313,3805,1934,850,545,341,161,86
2021-10-03,Coimbatore,3577,1998,564,4219,242,295,104,177
2021-10-03,Cuddalore,953,640,162,1832,44,59,59,0
2021-10-03,Dharmapuri,208,214,53,500,46,31,11,0
2021-10-03,Dindigul,568,805,166,799,27,37,7,0
2021-10-03,Erode,2119,995,343,25,252,141,43,0
2021-10-03,Kallakurichi,511,254,65,1540,14,11,8,0
2021-10-03,Kancheepuram,1308,1346,127,1172,51,13,4,0
2021-10-03,Kanyakumari,840,1043,247,455,37,106,18,0
2021-10-03,Karur,972,281,160,326,47,12,14,0
2021-10-03,Krishnagiri,923,211,145,480,50,1,34,0
2021-10-03,Madurai,2820,1462,619,194,78,86,34,0
2021-10-03,Mayiladuthurai,276,221,17,132,21,62,3,3
2021-10-03,Nagapattinam,225,287,51,167,20,85,9,8
2021-10-03,Namakkal,552,385,122,926,75,12,25,83
2021-10-03,Nilgiris,574,322,81,78,74,69,35,37
2021-10-03,Perambalur,250,364,50,166,1,9,0,0
2021-10-03,Pudukottai,710,490,99,100,10,105,20,0
2021-10-03,Ramanathapuram,573,501,121,740,1,4,0,0
2021-10-03,Ranipet,376,152,13,1366,9,29,0,0
2021-10-03,Salem,1819,1570,528,4636,188,131,56,0
2021-10-03,Sivagangai,1133,583,190,240,21,36,3,2
2021-10-03,Tenkasi,138,185,37,142,5,9,0,0
